Date,Open,High,Low,Close,거래량,거래대금,상장시가총액,Change
2021-10-14,2968.87,2988.97,2962.33,2988.64,617170079,1.20646E+13,2.17276E+15,1.502168516
2021-10-15,3012.62,3021.9,2999.33,3015.06,857797842,1.2541E+13,2.19213E+15,0.884014134
2021-10-18,3017.48,3021.17,2990.44,3006.68,926369474,1.06499E+13,2.18601E+15,-0.277938084
2021-10-19,3022.23,3034.53,3014.19,3029.04,845703531,1.0112E+13,2.2023E+15,0.743677412
2021-10-20,3043.13,3047.24,3012.97,3013.13,680326898,1.11782E+13,2.19109E+15,-0.525248924
2021-10-21,3012.28,3025.88,3002.74,3007.33,887369794,1.05724E+13,2.18568E+15,-0.192490865
2021-10-22,3005.36,3018.7,2996.26,3006.16,695272936,9.04726E+12,2.18454E+15,-0.0389049423
2021-10-25,3001.1,3025.27,2983.29,3020.54,791795966,1.04893E+13,2.19448E+15,0.478351119
2021-10-26,3039.82,3051.65,3030.53,3049.08,564559805,9.51268E+12,2.21576E+15,0.944864163
2021-10-27,3045.83,3049.02,3019,3025.49,607875370,1.02207E+13,2.19875E+15,-0.773675994
2021-10-28,3023.17,3034.42,3009.55,3009.55,617256798,1.23676E+13,2.18806E+15,-0.526856807
2021-10-29,3025.67,3030.17,2965.4,2970.68,545833755,1.10357E+13,2.15938E+15,-1.291555216
2021-11-01,2984.18,2991.81,2976.87,2978.94,475382111,9.4108E+12,2.16607E+15,0.278050817
2021-11-02,2995.58,3034.3,2995.58,3013.49,525853038,9.66297E+12,2.19138E+15,1.159808522
2021-11-03,3020.36,3020.87,2969.01,2975.71,658648364,1.24383E+13,2.18954E+15,-1.253695881
2021-11-04,3000.92,3011.56,2978.07,2983.22,772023904,1.46585E+13,2.19543E+15,0.252376744
2021-11-05,3003.53,3003.53,2953.96,2969.27,688027918,1.26697E+13,2.18519E+15,-0.46761553
2021-11-08,2965.36,2968.18,2930.9,2960.2,560205356,1.03881E+13,2.17802E+15,-0.305462285
2021-11-09,2958.15,2987.28,2949.17,2962.46,708773471,9.68498E+12,2.18079E+15,0.0763461928
2021-11-10,2947.46,2958.61,2924.36,2930.17,570931752,9.66322E+12,2.15702E+15,-1.089972523
2021-11-11,2911.41,2925.19,2903.72,2924.92,572859058,1.34684E+13,2.15308E+15,-0.179170492
2021-11-12,2945.95,2973.84,2938.27,2968.8,665733196,1.2473E+13,2.18544E+15,1.500211972
2021-11-15,2989.68,3003.71,2979.96,2999.52,639395683,1.14021E+13,2.20795E+15,1.03476152
2021-11-16,2995.68,3011.88,2985.34,2997.21,579646335,1.11012E+13,2.20864E+15,-0.077012322
2021-11-17,3004.02,3004.67,2957.7,2962.42,541489534,1.06617E+13,2.18385E+15,-1.160746161
2021-11-18,2959.26,2964.48,2937.53,2947.38,541652823,1.01193E+13,2.1731E+15,-0.507693035
2021-11-19,2951.06,2974.64,2948.07,2971.02,657093788,1.10022E+13,2.19224E+15,0.802068278
2021-11-22,2983.38,3018.01,2980.73,3013.25,530959176,1.29455E+13,2.22533E+15,1.421397365
2021-11-23,3013.16,3016.36,2992.14,2997.33,524233416,1.08305E+13,2.21381E+15,-0.528333195
2021-11-24,3006.34,3017.9,2981.02,2994.29,556640473,1.09635E+13,2.2108E+15,-0.1014236
2021-11-25,2996.74,2996.74,2973.24,2980.27,595969686,9.40109E+12,2.19995E+15,-0.468224521
2021-11-26,2973.04,2985.77,2930.31,2936.44,595597647,1.19013E+13,2.16744E+15,-1.47067212
2021-11-29,2906.15,2930.22,2890.78,2909.32,844400434,1.30928E+13,2.14836E+15,-0.923567313
2021-11-30,2932.71,2942.93,2822.73,2839.01,983556318,1.98523E+13,2.09582E+15,-2.416715934
2021-12-01,2860.12,2905.74,2837.03,2899.72,563927192,1.25345E+13,2.14334E+15,2.138421492
2021-12-02,2874.64,2945.27,2874.64,2945.27,534461669,1.19184E+13,2.17691E+15,1.570841323
2021-12-03,2935.93,2975.44,2927.55,2968.33,486749001,1.03444E+13,2.19284E+15,0.78295029
2021-12-06,2954.82,2983.5,2932.49,2973.25,479907913,9.6574E+12,2.19738E+15,0.165749765
2021-12-07,2973.84,2992.31,2960.9,2991.72,541370062,1.02156E+13,2.21122E+15,0.621205751
2021-12-08,3017.93,3036.13,2995.34,3001.8,488246121,1.11152E+13,2.21815E+15,0.336929927
2021-12-09,3007,3029.57,3001.55,3029.57,513445799,1.2614E+13,2.23878E+15,0.9251116
2021-12-10,3008.7,3017.64,2998.29,3010.23,451599491,8.43489E+12,2.22564E+15,-0.638374423
2021-12-13,3019.67,3043.83,3000.51,3001.66,375828375,8.62945E+12,2.21944E+15,-0.284695854
2021-12-14,2983.95,3001.7,2976.16,2987.95,581569904,9.85679E+12,2.20978E+15,-0.456747267
2021-12-15,2979.83,2992.3,2973,2989.39,432874423,8.25306E+12,2.2109E+15,0.0481935775
2021-12-16,3013.26,3018.2,2989.63,3006.41,402825154,8.52431E+12,2.22326E+15,0.569346924
2021-12-17,2985.2,3017.73,2984.19,3017.73,451824159,1.165E+13,2.23106E+15,0.376528817
2021-12-20,3001.33,3001.33,2962.07,2963,377584565,8.62131E+12,2.19146E+15,-1.813614869
2021-12-21,2981.67,2984.56,2955.9,2975.03,410979633,9.1085E+12,2.2009E+15,0.406007425
2021-12-22,2993.5,3000.79,2976.65,2984.48,461755372,8.83565E+12,2.2083E+15,0.317643856
2021-12-23,2998.02,3000.7,2980.91,2998.17,483838948,9.31963E+12,2.21865E+15,0.458706374
2021-12-24,3009.48,3025.77,3009.48,3012.43,537548258,8.58347E+12,2.23002E+15,0.475623464
2021-12-27,3013.94,3017.31,2999.3,2999.55,475363053,8.28039E+12,2.22153E+15,-0.427561802
2021-12-28,3006.77,3020.29,2991.55,3020.24,607046190,1.20969E+13,2.23762E+15,0.689770132
2021-12-29,3002.9,3007.72,2988.67,2993.29,545831859,1.09087E+13,2.21546E+15,-0.892313194
2021-12-30,2999.75,3005.36,2975.74,2977.65,461038202,8.72746E+12,2.20337E+15,-0.522501996
2022-01-03,2998.32,3010.77,2979.42,2988.77,435825854,8.19389E+12,2.21137E+15,0.373448861
2022-01-04,2991.97,2995.25,2973.08,2989.24,621549385,9.99147E+12,2.21209E+15,0.0157255326
2022-01-05,2984.05,2986.2,2936.73,2953.97,787346121,1.54284E+13,2.18672E+15,-1.17989857
2022-01-06,2925.4,2952.54,2915.38,2920.53,786045066,1.32971E+13,2.16244E+15,-1.13203587
2022-01-07,2933.78,2959.03,2933.1,2954.89,546172478,1.05824E+13,2.18756E+15,1.176498786
2022-01-10,2947.37,2951.12,2910.9,2926.72,477399917,1.03978E+13,2.16676E+15,-0.95333498
2022-01-11,2930.93,2943.57,2909.82,2927.38,566171897,1.06465E+13,2.16803E+15,0.0225508419
2022-01-12,2950.78,2972.58,2950.31,2972.48,519500914,1.08954E+13,2.20097E+15,1.540626772
2022-01-13,2979.91,2982.14,2958.39,2962.09,604870641,1.1459E+13,2.1938E+15,-0.349539778
2022-01-14,2937.61,2944.97,2914.73,2921.92,532668250,1.07997E+13,2.165E+15,-1.356137052
2022-01-17,2918.55,2919.67,2875.98,2890.1,593260741,1.03965E+13,2.14159E+15,-1.089009966
2022-01-18,2898.98,2902.79,2857.26,2864.24,554040958,1.0041E+13,2.1219E+15,-0.894778727
2022-01-19,2840.34,2871.79,2832.18,2842.28,463829499,9.64907E+12,2.10522E+15,-0.766695528
2022-01-20,2842.28,2862.7,2830.97,2862.68,395669124,8.87202E+12,2.11941E+15,0.71773365
2022-01-21,2837.49,2847.95,2817.11,2834.29,532753367,1.07181E+13,2.09893E+15,-0.991728031
2022-01-24,2823.76,2828.11,2780.68,2792,473993186,9.30449E+12,2.06828E+15,-1.492084437
2022-01-25,2786.41,2789.62,2703.99,2720.39,639958796,1.17009E+13,2.01627E+15,-2.56482808
2022-01-26,2729.75,2744.14,2708.1,2709.24,472650641,8.97873E+12,2.00768E+15,-0.409867703
2022-01-27,2709.24,2722.86,2614.49,2614.49,487726708,2.05488E+13,2.05679E+15,-3.497290753
2022-01-28,2617.87,2668.59,2591.53,2663.34,434186972,1.37531E+13,2.09486E+15,1.868433232
2022-02-03,2706.34,2735.34,2702.78,2707.82,435709933,1.24725E+13,2.12967E+15,1.670083429
2022-02-04,2714.83,2751.8,2712.87,2750.26,536148768,1.13933E+13,2.16219E+15,1.567312451
2022-02-07,2750.7,2750.7,2718.94,2745.06,417838468,1.12919E+13,2.15758E+15,-0.189073033
2022-02-08,2767.76,2779.85,2726.72,2746.47,560534109,1.17859E+13,2.15849E+15,0.0513649975
2022-02-09,2772.63,2773.38,2753.51,2768.85,539123929,1.03376E+13,2.1761E+15,0.814864171
2022-02-10,2787.44,2788.27,2761.76,2771.93,509611246,1.27762E+13,2.17994E+15,0.111237517
2022-02-11,2739.14,2766.7,2735.08,2747.71,480520356,1.09926E+13,2.16138E+15,-0.873759438
2022-02-14,2715.1,2724.72,2688.24,2704.48,616343422,1.15794E+13,2.12685E+15,-1.573310138
2022-02-15,2712.45,2716.45,2665.47,2676.54,589039193,9.43583E+12,2.10489E+15,-1.033100633
2022-02-16,2719.61,2730.43,2711.34,2729.68,422366402,8.38988E+12,2.1462E+15,1.98539906
2022-02-17,2735.11,2770.66,2711.99,2744.09,611421577,1.18129E+13,2.15758E+15,0.527900706
2022-02-18,2714.52,2747.08,2711.88,2744.52,513521173,8.50834E+12,2.15743E+15,0.01567004
2022-02-21,2706.65,2746.62,2694.9,2743.8,495301161,7.89673E+12,2.15663E+15,-0.0262340956
2022-02-22,2705.08,2721.84,2690.09,2706.79,648400532,1.05905E+13,2.12795E+15,-1.348859246
2022-02-23,2727.43,2729.56,2705.31,2719.53,537841009,9.13853E+12,2.13737E+15,0.470668208
2022-02-24,2689.28,2694.55,2642.63,2648.8,926399613,1.35861E+13,2.08213E+15,-2.600817053
2022-02-25,2678.47,2694.81,2665.96,2676.76,664347310,1.2221E+13,2.10396E+15,1.055572335
2022-02-28,2663,2699.18,2658.25,2699.18,613470298,1.28942E+13,2.12019E+15,0.837579761
2022-03-02,2698.31,2716.46,2692.24,2703.52,527950387,1.09967E+13,2.12303E+15,0.160789573
2022-03-03,2729.86,2748.21,2726.35,2747.08,614514855,1.05929E+13,2.15683E+15,1.611232763
2022-03-04,2736.58,2736.58,2702.34,2713.43,765675798,1.24274E+13,2.13247E+15,-1.224937024
2022-03-07,2680.17,2680.17,2644.1,2651.31,571562292,1.20893E+13,2.0832E+15,-2.289353328
2022-03-08,2617.33,2647.18,2605.81,2622.4,540370226,1.16795E+13,2.0607E+15,-1.090404366
2022-03-10,2660.86,2682.79,2660.86,2680.32,613810463,1.36947E+13,2.1051E+15,2.208663819
2022-03-11,2665.95,2672.62,2647.28,2661.28,797034211,1.23632E+13,2.09055E+15,-0.710362942
2022-03-14,2654.93,2661.76,2633.31,2645.65,636324491,1.20378E+13,2.07807E+15,-0.587311369
2022-03-15,2630.31,2641.97,2615.08,2621.53,604181621,9.583E+12,2.05939E+15,-0.911685219
2022-03-16,2649.85,2659.9,2630.03,2659.23,736353564,9.31085E+12,2.08852E+15,1.438091496
2022-03-17,2703.27,2714,2694.51,2694.51,546079006,1.19009E+13,2.11654E+15,1.326699834
2022-03-18,2695.64,2708.16,2688.71,2707.02,644017432,1.14426E+13,2.12566E+15,0.464277364
2022-03-21,2717.81,2717.81,2683.69,2686.05,502401733,8.69385E+12,2.10939E+15,-0.77465257
2022-03-22,2686.68,2712.14,2686.58,2710,489441786,9.36751E+12,2.127E+15,0.891643864
2022-03-23,2727.12,2742.27,2720.83,2735.05,883375917,1.18387E+13,2.14641E+15,0.924354244
2022-03-24,2716.25,2729.66,2705.14,2729.66,960897734,1.31779E+13,2.14262E+15,-0.197071352
2022-03-25,2740.83,2740.95,2722.36,2729.98,602771056,1.0825E+13,2.14338E+15,0.0117230717
2022-03-28,2721.22,2737.46,2707.74,2729.56,768042550,9.80174E+12,2.14333E+15,-0.0153847281
2022-03-29,2745.62,2754.18,2733.22,2741.07,732159279,1.00203E+13,2.15262E+15,0.421679685
2022-03-30,2758.31,2760.6,2740.02,2746.74,840134353,1.10995E+13,2.1569E+15,0.206853528
2022-03-31,2743.24,2765.2,2743.2,2757.65,1030288741,9.72937E+12,2.16496E+15,0.397198133
2022-04-01,2745.85,2745.85,2729.68,2739.85,1305564027,1.06896E+13,2.15128E+15,-0.645477127
2022-04-04,2729.86,2758.38,2722.45,2757.9,1022970584,9.74492E+12,2.16496E+15,0.65879519
2022-04-05,2765.5,2769.18,2750.5,2759.2,1605993694,9.93318E+12,2.16586E+15,0.0471373146
2022-04-06,2739.07,2747.85,2730.66,2735.03,1321644983,1.10145E+13,2.14703E+15,-0.875978545
2022-04-07,2714.7,2718.5,2693.36,2695.86,999275955,1.2291E+13,2.11692E+15,-1.432159793
2022-04-08,2706.64,2712,2685.52,2700.39,948355122,1.02962E+13,2.1192E+15,0.168035432
2022-04-11,2687.54,2711.02,2683.96,2693.1,742601512,8.83163E+12,2.11376E+15,-0.269961006
2022-04-12,2674.17,2685.08,2658.4,2666.76,870969540,9.85372E+12,2.09258E+15,-0.97805503
2022-04-13,2677.53,2717.63,2672.6,2716.49,733240925,9.64545E+12,2.13131E+15,1.864809732
2022-04-14,2719.34,2720.3,2702.61,2716.71,665351048,1.14198E+13,2.13074E+15,0.00809868617
2022-04-15,2695.52,2705.41,2685.01,2696.06,693717683,9.57027E+12,2.11443E+15,-0.760110575
2022-04-18,2685.04,2701.11,2681.37,2693.21,1024914928,9.05033E+12,2.1128E+15,-0.105709814
2022-04-19,2707.76,2723.98,2705.32,2718.89,1257385350,9.77998E+12,2.13307E+15,0.95350901
2022-04-20,2718.49,2724.46,2702.84,2718.69,1736282680,1.22839E+13,2.13291E+15,-0.00735594305
2022-04-21,2725.71,2737.54,2725.04,2728.21,1002973383,1.14826E+13,2.14042E+15,0.350168647
2022-04-22,2704.72,2708.58,2690.48,2704.71,1239909929,1.21206E+13,2.12278E+15,-0.861370642
2022-04-25,2676.67,2680.35,2657.04,2657.13,1018005341,1.16981E+13,2.08561E+15,-1.759153477
2022-04-26,2674,2678.05,2663.83,2668.31,889941868,1.08079E+13,2.09389E+15,0.420754724
2022-04-27,2630.58,2641.82,2615.5,2639.06,1072367495,1.25587E+13,2.07045E+15,-1.096199467
2022-04-28,2656.54,2667.49,2638.37,2667.49,899168711,1.24634E+13,2.09778E+15,1.077277515
2022-04-29,2669.18,2696.1,2664.06,2695.05,975253172,1.26648E+13,2.11986E+15,1.033181005
2022-05-02,2669.21,2689.91,2667.85,2687.45,873722720,9.07565E+12,2.11444E+15,-0.281998479
2022-05-03,2690.16,2702.1,2680.46,2680.46,883402977,9.19934E+12,2.10935E+15,-0.260097862
2022-05-04,2690.45,2696.03,2667.23,2677.57,1181019910,9.90393E+12,2.10755E+15,-0.107817315
2022-05-06,2650.89,2652.51,2635.97,2644.51,1333935834,1.05954E+13,2.08132E+15,-1.234701614
2022-05-09,2634.32,2642.75,2606.08,2610.81,892652722,9.28966E+12,2.05516E+15,-1.274338157
2022-05-10,2590.13,2602.75,2553.01,2596.56,841463317,1.08425E+13,2.04367E+15,-0.545807623
2022-05-11,2586.52,2599.11,2579.09,2592.27,679509759,8.60826E+12,2.04026E+15,-0.165218597
2022-05-12,2569.5,2591.57,2546.8,2550.08,900330795,1.21679E+13,2.0072E+15,-1.627531083
2022-05-13,2570.01,2605.84,2565.96,2604.24,788539195,1.03421E+13,2.04929E+15,2.123854938
2022-05-16,2624.69,2629.2,2593.61,2596.58,780198956,8.52854E+12,2.04353E+15,-0.294135717
2022-05-17,2603.58,2621.84,2603.58,2620.44,873519449,9.65888E+12,2.06268E+15,0.918901016
2022-05-18,2634.75,2644.13,2618,2625.98,870268210,1.00472E+13,2.06758E+15,0.211414877
2022-05-19,2576.24,2597.79,2568.54,2592.34,677595162,9.88399E+12,2.04138E+15,-1.281045553
2022-05-20,2605.78,2641.68,2605.38,2639.29,755652901,9.63434E+12,2.07756E+15,1.811105025
2022-05-23,2651.63,2653.87,2634.29,2647.38,644204838,7.8152E+12,2.08321E+15,0.30652183
2022-05-24,2638.94,2646.99,2605.87,2605.87,851235794,8.70353E+12,2.05078E+15,-1.567965309
2022-05-25,2621.75,2630.17,2602.94,2617.22,712611488,8.35342E+12,2.05989E+15,0.435555112
2022-05-26,2616.99,2641.91,2602.01,2612.45,595849280,8.61352E+12,2.0563E+15,-0.182254453
2022-05-27,2640.75,2644.71,2631.49,2638.05,590813776,8.02816E+12,2.07612E+15,0.979923061
2022-05-30,2662.31,2672.74,2654.18,2669.66,469797632,7.47395E+12,2.10129E+15,1.198233544
2022-05-31,2666.88,2685.9,2654.32,2685.9,671679086,1.39709E+13,2.11378E+15,0.608317164
2022-06-02,2670.74,2674,2653.59,2658.99,525259148,7.86049E+12,2.09279E+15,-1.001898805
2022-06-03,2679.57,2681.51,2663,2670.65,562469813,7.56676E+12,2.1017E+15,0.438512367
2022-06-07,2659.27,2662.04,2622.78,2626.34,524710380,8.94892E+12,2.06717E+15,-1.65914665
2022-06-08,2633.53,2639.52,2621.96,2626.15,576389702,7.96434E+12,2.06674E+15,-0.00723440225
2022-06-09,2618.92,2627.88,2606.61,2625.44,814882844,1.0858E+13,2.06645E+15,-0.0270357748
2022-06-10,2596.37,2602.8,2583.74,2595.87,724089803,8.28596E+12,2.04321E+15,-1.126287403
2022-06-13,2550.21,2550.32,2504.51,2504.51,660309279,1.03359E+13,1.9722E+15,-3.519436644
2022-06-14,2472.96,2503.17,2457.39,2492.97,671756827,9.99282E+12,1.96299E+15,-0.460768773
2022-06-15,2490.01,2495.54,2436.04,2447.38,714143493,9.93693E+12,1.92686E+15,-1.828742424
2022-06-16,2481.66,2500.36,2447.33,2451.41,584041265,9.58819E+12,1.93107E+15,0.164665888
2022-06-17,2409.72,2441.34,2396.47,2440.93,634896746,1.12016E+13,1.92115E+15,-0.427509066
