date,Close,Open,High,Low,Change,Change value,press_c,0_percent_c,1_percent_c,2_percent_c,뉴스개수_c,press_f,0_percent_f,1_percent_f,2_percent_f,뉴스개수_f,부정_c,긍정_c,중립_c,부정_f,긍정_f,중립_f
20210615,1117.09,1117.33,1119.39,1116.14,0.0007,0.7599999999999909,일반언론,0.2178932178932179,0.1038961038961039,0.6782106782106783,693.0,네이버금융,0.3,0.5,0.2,20.0,151.0,72.0,470.0,6.0,10.0,4.0
20210616,1132.68,1118.09,1137.17,1115.74,0.0139999999999999,15.590000000000146,일반언론,0.23809523809523808,0.10714285714285714,0.6547619047619048,672.0,네이버금융,0.2631578947368421,0.42105263157894735,0.3157894736842105,19.0,160.0,72.0,440.0,5.0,8.0,6.0
20210617,1134.3,1132.84,1137.0,1127.35,0.0014,1.6199999999998909,일반언론,0.26207906295754024,0.10248901903367497,0.6354319180087847,683.0,네이버금융,0.5,0.2222222222222222,0.2777777777777778,18.0,179.0,70.0,434.0,9.0,4.0,5.0
20210618,1134.94,1134.47,1138.14,1128.06,0.0006,0.6400000000001,일반언론,0.2524682651622003,0.10437235543018336,0.6431593794076164,709.0,네이버금융,0.47368421052631576,0.2631578947368421,0.2631578947368421,19.0,179.0,74.0,456.0,9.0,5.0,5.0
20210621,1131.4,1135.24,1139.47,1130.91,-0.0031,-3.539999999999964,일반언론,0.31309297912713474,0.0920303605313093,0.594876660341556,1054.0,네이버금융,0.5454545454545454,0.2727272727272727,0.18181818181818182,22.0,330.0,97.0,627.0,12.0,6.0,4.0
20210622,1133.57,1131.57,1138.81,1130.35,0.0019,2.1699999999998454,일반언론,0.2895480225988701,0.1228813559322034,0.5875706214689266,708.0,네이버금융,0.3,0.5,0.2,20.0,205.0,87.0,416.0,6.0,10.0,4.0
20210623,1135.85,1133.73,1138.63,1131.17,0.002,2.2799999999999727,일반언론,0.2741046831955923,0.12396694214876033,0.6019283746556474,726.0,네이버금융,0.47368421052631576,0.47368421052631576,0.05263157894736842,19.0,199.0,90.0,437.0,9.0,9.0,1.0
20210624,1130.78,1136.03,1138.69,1129.97,-0.0045,-5.069999999999936,일반언론,0.2843273231622746,0.09431345353675451,0.6213592233009708,721.0,네이버금융,0.7,0.15,0.15,20.0,205.0,68.0,448.0,14.0,3.0,3.0
20210625,1127.12,1131.87,1133.1,1124.1,-0.0032,-3.660000000000082,일반언론,0.2661064425770308,0.09943977591036414,0.634453781512605,714.0,네이버금융,0.47058823529411764,0.47058823529411764,0.058823529411764705,17.0,190.0,71.0,453.0,8.0,8.0,1.0
20210628,1130.04,1127.34,1132.68,1126.58,0.0026,2.9200000000000728,일반언론,0.2550091074681239,0.10837887067395265,0.6366120218579235,1098.0,네이버금융,0.3157894736842105,0.42105263157894735,0.2631578947368421,19.0,280.0,119.0,699.0,6.0,8.0,5.0
20210629,1131.62,1130.21,1134.77,1127.65,0.0014,1.5799999999999272,일반언론,0.23949579831932774,0.11064425770308123,0.6498599439775911,714.0,네이버금융,0.5,0.25,0.25,20.0,171.0,79.0,464.0,10.0,5.0,5.0
20210630,1130.48,1131.8,1132.89,1125.59,-0.001,-1.139999999999873,일반언론,0.23042168674698796,0.11144578313253012,0.6581325301204819,664.0,네이버금융,0.5263157894736842,0.42105263157894735,0.05263157894736842,19.0,153.0,74.0,437.0,10.0,8.0,1.0
20210701,1134.33,1130.63,1135.98,1128.28,0.0034,3.849999999999909,일반언론,0.2614795918367347,0.11862244897959184,0.6198979591836735,784.0,네이버금융,0.6111111111111112,0.2777777777777778,0.1111111111111111,18.0,205.0,93.0,486.0,11.0,5.0,2.0
20210702,1130.53,1134.51,1138.6,1129.6,-0.0033,-3.7999999999999545,일반언론,0.27358490566037735,0.10646900269541779,0.6199460916442049,742.0,네이버금융,0.55,0.35,0.1,20.0,203.0,79.0,460.0,11.0,7.0,2.0
20210705,1130.42,1130.77,1132.72,1128.13,-0.0001,-0.1099999999998999,일반언론,0.32983794089609153,0.10772163965681601,0.5624404194470924,1049.0,네이버금융,0.14285714285714285,0.6666666666666666,0.19047619047619047,21.0,346.0,113.0,590.0,3.0,14.0,4.0
20210706,1136.75,1130.59,1139.97,1129.03,0.0056,6.329999999999927,일반언론,0.24152542372881355,0.13135593220338984,0.6271186440677966,708.0,네이버금융,0.3333333333333333,0.4666666666666667,0.2,15.0,171.0,93.0,444.0,5.0,7.0,3.0
20210707,1141.5,1136.93,1144.27,1135.03,0.0042,4.75,일반언론,0.27896995708154504,0.10872675250357654,0.6123032904148784,699.0,네이버금융,0.5882352941176471,0.23529411764705882,0.17647058823529413,17.0,195.0,76.0,428.0,10.0,4.0,3.0
20210708,1146.59,1141.65,1151.69,1139.55,0.0045,5.089999999999918,일반언론,0.2892086330935252,0.1237410071942446,0.5870503597122302,695.0,네이버금융,0.7777777777777778,0.1111111111111111,0.1111111111111111,18.0,201.0,86.0,408.0,14.0,2.0,2.0
20210709,1143.73,1146.81,1150.52,1143.18,-0.0025,-2.8599999999999,일반언론,0.3185378590078329,0.13577023498694518,0.5456919060052219,766.0,네이버금융,0.8823529411764706,0.0,0.11764705882352941,17.0,244.0,104.0,418.0,15.0,0.0,2.0
20210712,1146.85,1145.31,1150.06,1144.18,0.0027,3.119999999999891,일반언론,0.3412625800548948,0.08325709057639524,0.57548032936871,1093.0,네이버금융,0.3,0.55,0.15,20.0,373.0,91.0,629.0,6.0,11.0,3.0
20210713,1149.94,1147.18,1152.9,1141.21,0.0027,3.090000000000145,일반언론,0.3125,0.08866279069767442,0.5988372093023255,688.0,네이버금융,0.42105263157894735,0.42105263157894735,0.15789473684210525,19.0,215.0,61.0,412.0,8.0,8.0,3.0
20210714,1144.22,1150.11,1152.27,1142.63,-0.005,-5.720000000000027,일반언론,0.3430232558139535,0.09593023255813954,0.561046511627907,688.0,네이버금융,0.625,0.3125,0.0625,16.0,236.0,66.0,386.0,10.0,5.0,1.0
20210715,1141.59,1144.36,1148.31,1138.93,-0.0023,-2.630000000000109,일반언론,0.3399715504978663,0.09246088193456614,0.5675675675675675,703.0,네이버금융,0.5,0.4375,0.0625,16.0,239.0,65.0,399.0,8.0,7.0,1.0
20210716,1141.51,1141.77,1144.28,1137.99,-0.0001,-0.0799999999999272,일반언론,0.31024531024531027,0.09812409812409813,0.5916305916305916,693.0,네이버금융,0.9444444444444444,0.0,0.05555555555555555,18.0,215.0,68.0,410.0,17.0,0.0,1.0
20210719,1150.83,1142.5,1155.59,1141.85,0.0081999999999999,9.319999999999936,일반언론,0.3237410071942446,0.07284172661870504,0.6034172661870504,1112.0,네이버금융,0.6190476190476191,0.0,0.38095238095238093,21.0,360.0,81.0,671.0,13.0,0.0,8.0
20210720,1147.47,1151.92,1153.07,1146.55,-0.0029,-3.3599999999999,일반언론,0.32994186046511625,0.09156976744186046,0.5784883720930233,688.0,네이버금융,0.8,0.1,0.1,20.0,227.0,63.0,398.0,16.0,2.0,2.0
20210721,1149.31,1148.46,1156.44,1147.07,0.0016,1.839999999999918,일반언론,0.31334332833583206,0.1199400299850075,0.5667166416791605,667.0,네이버금융,0.6666666666666666,0.3333333333333333,0.0,18.0,209.0,80.0,378.0,12.0,6.0,0.0
20210722,1150.55,1149.48,1153.12,1146.85,0.0011,1.240000000000009,일반언론,0.30484330484330485,0.11538461538461539,0.5797720797720798,702.0,네이버금융,0.2777777777777778,0.7222222222222222,0.0,18.0,214.0,81.0,407.0,5.0,13.0,0.0
20210723,1151.52,1150.86,1155.41,1147.15,0.0008,0.9700000000000272,일반언론,0.30612244897959184,0.1151603498542274,0.5787172011661808,686.0,네이버금융,0.47368421052631576,0.3684210526315789,0.15789473684210525,19.0,210.0,79.0,397.0,9.0,7.0,3.0
20210726,1152.54,1152.12,1157.24,1151.26,0.0009,1.0199999999999818,일반언론,0.30438842203548083,0.08496732026143791,0.6106442577030813,1071.0,네이버금융,0.5714285714285714,0.19047619047619047,0.23809523809523808,21.0,326.0,91.0,654.0,12.0,4.0,5.0
20210727,1154.25,1152.71,1158.65,1148.86,0.0015,1.7100000000000364,일반언론,0.2966360856269113,0.11773700305810397,0.5856269113149847,654.0,네이버금융,0.5882352941176471,0.4117647058823529,0.0,17.0,194.0,77.0,383.0,10.0,7.0,0.0
20210728,1150.27,1154.44,1159.96,1149.24,-0.0034,-3.980000000000018,일반언론,0.279320987654321,0.16666666666666666,0.5540123456790124,648.0,네이버금융,0.7222222222222222,0.05555555555555555,0.2222222222222222,18.0,181.0,108.0,359.0,13.0,1.0,4.0
20210729,1143.12,1150.44,1152.12,1140.48,-0.0062,-7.150000000000091,일반언론,0.2894356005788712,0.14616497829232997,0.5643994211287988,691.0,네이버금융,0.5263157894736842,0.2631578947368421,0.21052631578947367,19.0,200.0,101.0,390.0,10.0,5.0,4.0
20210730,1151.41,1143.3,1154.78,1142.04,0.0073,8.290000000000191,일반언론,0.28263988522238165,0.11621233859397417,0.6011477761836442,697.0,네이버금융,0.75,0.1875,0.0625,16.0,197.0,81.0,419.0,12.0,3.0,1.0
