Date,Open,High,Low,Close,거래량,거래대금,상장시가총액,Change
2021-06-01,982.25,984.61,979.13,984.59,1779134671,9.30717E+12,4.10199E+14,
2021-06-02,985.5,986,977.74,981.1,1608837586,9.63965E+12,4.08627E+14,-0.354462263
2021-06-03,981.52,992.01,981.52,990.19,1704638309,8.90365E+12,4.12624E+14,0.926511059
2021-06-04,990.16,990.16,983.02,987.58,2145264098,9.8813E+12,4.11627E+14,-0.263585776
2021-06-07,989.16,993.06,982.14,985.86,1954562972,9.59319E+12,4.10941E+14,-0.174163106
2021-06-08,986.43,988.35,982.75,986.12,1870820092,1.05906E+13,4.11013E+14,0.026372913
2021-06-09,986.59,989.15,978.79,978.79,1687026003,1.07072E+13,4.07968E+14,-0.743317243
2021-06-10,979.52,993.08,979.47,987.77,1822081867,1.11586E+13,4.1172E+14,0.917459312
2021-06-11,989.39,993.9,989.15,991.13,1548048245,9.30258E+12,4.13453E+14,0.340160159
2021-06-14,992.8,998.85,991.93,997.41,1410029915,8.64879E+12,4.1606E+14,0.633620211
2021-06-15,998.05,999.53,993.64,997.37,1643386486,9.27201E+12,4.15923E+14,-0.0040103869
2021-06-16,997.68,1000.43,995.35,998.49,1435443567,8.45879E+12,4.16454E+14,0.112295337
2021-06-17,998.27,1004.7,994.76,1003.72,1879605156,1.01388E+13,4.18787E+14,0.523790924
2021-06-18,1004.57,1016.33,1004.57,1015.88,1849423450,1.16303E+13,4.23922E+14,1.211493245
2021-06-21,1014.59,1014.59,1006.83,1010.99,1506150987,1.106E+13,4.21945E+14,-0.481356066
2021-06-22,1012.01,1016.7,1008.11,1011.56,1611178252,1.1362E+13,4.22123E+14,0.0563803796
2021-06-23,1012.78,1020.85,1012.78,1016.46,1861225824,1.544E+13,4.24694E+14,0.484400332
2021-06-24,1017.11,1019.35,1010.18,1012.62,1862769084,1.28027E+13,4.23111E+14,-0.377781713
2021-06-25,1013.97,1018.98,1011.31,1012.13,1340335001,9.84582E+12,4.23254E+14,-0.0483893267
2021-06-28,1013.47,1018.76,1013.47,1017.91,1587502357,9.86092E+12,4.25676E+14,0.571072886
2021-06-29,1019.64,1026.83,1019.28,1022.52,2061941918,1.18648E+13,4.27689E+14,0.452888762
2021-06-30,1023.74,1030.94,1023.74,1029.96,2086090133,1.04246E+13,4.30852E+14,0.72761413
2021-07-01,1030.48,1036.47,1028.48,1035.64,1686829722,1.11932E+13,4.33343E+14,0.551477727
2021-07-02,1036.28,1038.54,1033.94,1038.18,1685412039,1.23154E+13,4.34368E+14,0.24525897
2021-07-05,1039.79,1048.16,1039.79,1047.33,1743060742,1.38701E+13,4.38134E+14,0.881350055
2021-07-06,1047.6,1049.24,1043.51,1044.96,1964143239,1.20524E+13,4.36409E+14,-0.226289708
2021-07-07,1045,1050.31,1042.42,1047.36,1692983960,1.37704E+13,4.37765E+14,0.229673863
2021-07-08,1047.96,1049.95,1028.14,1034.48,1869433462,1.50765E+13,4.32463E+14,-1.229758631
2021-07-09,1031.78,1031.78,1013.91,1028.93,2188638702,1.6117E+13,4.30338E+14,-0.536501431
2021-07-12,1030.36,1037.01,1030.36,1034.64,1716579256,1.05212E+13,4.32782E+14,0.554945429
2021-07-13,1035.68,1044.64,1035.68,1043.31,1706838384,1.28689E+13,4.36638E+14,0.837972628
2021-07-14,1043.5,1045.45,1038.68,1044.98,1714355799,1.29215E+13,4.37311E+14,0.160067478
2021-07-15,1046.57,1055.82,1046.57,1054.31,2057346426,1.47177E+13,4.41302E+14,0.892840054
2021-07-16,1053.85,1053.95,1044.7,1051.98,1728614265,1.19621E+13,4.39278E+14,-0.220997619
2021-07-19,1049.51,1051.45,1046.9,1049.83,1404708503,1.14909E+13,4.38255E+14,-0.204376509
2021-07-20,1040.99,1049.2,1036.14,1043.64,1645090439,1.31732E+13,4.35764E+14,-0.589619272
2021-07-21,1051.73,1051.95,1041.44,1042.03,1322431057,1.20544E+13,4.35137E+14,-0.154267755
2021-07-22,1046.51,1051.94,1046.51,1050.25,1623555413,1.37196E+13,4.38723E+14,0.788844851
2021-07-23,1053.01,1059.18,1053.01,1055.5,1387871291,1.149E+13,4.41045E+14,0.499880981
2021-07-26,1059.91,1060.21,1045.27,1047.63,1267942889,1.15479E+13,4.37944E+14,-0.74561819
2021-07-27,1050.87,1053.46,1045.66,1046.55,1550178367,1.17876E+13,4.3807E+14,-0.103089831
2021-07-28,1043.19,1048.78,1030.04,1035.68,1421011305,1.17631E+13,4.3379E+14,-1.038650805
2021-07-29,1040.45,1044.79,1039.26,1044.13,1206053845,1.02422E+13,4.36016E+14,0.815889078
2021-07-30,1044.28,1044.36,1029.19,1031.14,1339556449,1.08621E+13,4.31003E+14,-1.244097957
2021-08-02,1033.17,1038.49,1029.26,1037.8,1202119976,9.55887E+12,4.33576E+14,0.645887076
2021-08-03,1038.91,1041.76,1029.05,1036.11,1504475073,1.15029E+13,4.32871E+14,-0.162844479
2021-08-04,1038.96,1047.93,1035.98,1047.93,1485459389,1.20367E+13,4.37927E+14,1.140805513
2021-08-05,1050.45,1060.14,1050.32,1059.54,1374783413,1.18927E+13,4.42746E+14,1.107898428
2021-08-06,1061.32,1062.03,1055.64,1059.8,1346819616,1.02226E+13,4.42943E+14,0.0245389509
