Date,Close,Open,High,Low,Change,Change value
2022-03-18,1211.15,1210.58,1217.27,1207.01,0.001,1.259999999999991
2022-03-21,1217.55,1211.55,1219.23,1210.39,0.0053,6.399999999999864
2022-03-22,1215.07,1218.82,1223.92,1214.51,-0.002,-2.480000000000018
2022-03-23,1218.62,1215.19,1219.8,1210.91,0.0029,3.5499999999999545
2022-03-24,1219.58,1219.02,1225.05,1217.1,0.0008,0.9600000000000364
2022-03-25,1225.08,1221.0,1226.31,1216.35,0.0045000000000000005,5.5
2022-03-28,1223.65,1224.4,1227.86,1222.27,-0.0012,-1.4299999999998363
2022-03-29,1207.35,1223.82,1225.12,1207.27,-0.013300000000000001,-16.300000000000182
2022-03-30,1210.31,1208.19,1213.22,1207.06,0.0025,2.9600000000000364
2022-03-31,1214.17,1210.51,1215.47,1208.16,0.0032,3.8600000000001273
2022-04-01,1219.73,1215.13,1220.27,1214.39,0.0046,5.559999999999945
2022-04-04,1213.75,1219.8,1220.26,1213.54,-0.0049,-5.980000000000018
2022-04-05,1218.22,1214.49,1220.31,1210.31,0.0037,4.470000000000027
2022-04-06,1217.48,1218.82,1221.95,1215.85,-0.0006,-0.7400000000000091
2022-04-07,1222.55,1217.6,1223.95,1216.37,0.0042,5.069999999999936
