날짜,시가,고가,저가,종가,거래량,거래대금,상장시가총액,등락률
2022-07-15,768.41,769.29,754.33,762.39,850289830,6235060961124,342387086112776,-0.48167293233083414
2022-07-18,770.29,776.72,766.89,776.72,720021009,5831126906358,349013967985744,1.879615419929438
2022-07-19,773.73,782.33,771.69,782.33,743423519,6177791655721,351550342875987,0.722267998764035
2022-07-20,792.94,795.92,788.02,790.72,939573292,7152741980281,355312983095515,1.0724374624519049
2022-07-21,792.95,795.67,790.97,795.15,937754661,6900705345692,357733545683863,0.5602488870902405
2022-07-22,796.58,800.65,789.73,789.75,892760423,6130997020762,355384475657580,-0.6791171477079767
2022-07-25,787.71,791.25,783.78,789.69,871219511,5494818208643,355144878350457,-0.007597340930667354
2022-07-26,788.76,791.01,786.46,789.93,841385906,5373789744343,355173673947398,0.03039167268167197
2022-07-27,789.61,795.81,788.29,795.7,678540939,5162361436354,357673315428518,0.7304444697631557
2022-07-28,802.5,805.2,796.48,798.32,737057966,5915930693705,360161550116531,0.3292698253110474
